100,5.823,8.466,6.643856189774725
101,5.788,5.634,6.658211482751795
102,5.791,5.472,6.672425341971495
103,5.77,6.408,6.6865005271832185
104,5.827,6.161,6.700439718141092
105,5.797,6.339,6.714245517666122
106,5.906,6.363,6.727920454563199
107,5.889,6.251,6.7414669864011465
108,5.936,6.384,6.754887502163469
109,5.886,6.95,6.768184324776926
110,5.93,6.91,6.78135971352466
111,5.873,6.091,6.794415866350105
112,5.816,6.836,6.807354922057604
113,5.955,6.17,6.820178962415188
114,5.917,6.396,6.832890014164742
115,5.93,6.091,6.845490050944376
116,5.942,6.582,6.857980995127572
117,5.929,6.997,6.870364719583405
118,5.955,7.095,6.882643049361842
119,5.989,6.511,6.894817763307944
120,5.987,6.954,6.906890595608518
121,5.961,6.757,6.918863237274595
122,5.929,7.929,6.930737337562887
123,6.012,6.599,6.942514505339239
124,5.975,7.73,6.954196310386876
125,6.007,6.931,6.965784284662088
126,5.984,7.592,6.977279923499917
127,6.024,6.718,6.9886846867721655
128,6.1,7.03,6.999999999999999
129,6.085,7.345,7.011227255423254
130,6.097,8.262,7.022367813028454
131,6.053,7.201,7.033423001537449
132,6.152,7.701,7.0443941193584525
133,6.085,7.188,7.05528243550119
134,6.102,6.429,7.066089190457772
135,6.173,7.337,7.076815597050831
136,6.173,6.37,7.08746284125034
137,6.146,6.784,7.098032082960527
138,6.134,6.815,7.108524456778169
139,6.271,7.181,7.118941072723507
140,6.213,6.686,7.1292830169449655
141,6.218,7.228,7.139551352398794
142,6.229,6.788,7.149747119504682
143,6.327,7.543,7.159871336778389
144,6.304,8.142,7.169925001442312
145,6.288,6.612,7.1799090900149345
146,6.344,6.89,7.189824558880017
147,6.351,6.161,7.1996723448363635
148,6.349,6.649,7.209453365628949
149,6.341,7.918,7.219168520462161
150,6.385,7.418,7.22881869049588
151,6.355,8.27,7.2384047393250786
152,6.396,6.637,7.247927513443585
153,6.408,7.095,7.257387842692651
154,6.389,7.654,7.266786540694902
155,6.406,6.946,7.2761244052742375
156,6.468,8.791,7.285402218862249
157,6.441,7.354,7.294620748891626
158,6.367,7.651,7.303780748177103
159,6.36,8.01,7.312882955284355
160,6.523,7.872,7.321928094887362
161,6.435,7.356,7.330916878114617
162,6.467,7.31,7.339850002884624
163,6.487,8.147,7.348728154231077
164,6.522,7.359,7.357552004618084
165,6.517,7.81,7.366322214245815
166,6.509,6.604,7.375039431346925
167,6.498,6.863,7.383704292474053
168,6.498,6.946,7.39231742277876
169,6.527,7.162,7.400879436282184
170,6.599,7.546,7.409390936137702
171,6.535,7.062,7.417852514885898
172,6.557,8.297,7.426264754702097
